卵	卵	ㄌㄨㄢˇ / luǎn
泛	広く、浮かぶ	ㄈㄢˋ / fàn
芭	芭蕉などの植物	ㄅㄚ / bā
缸	かめ、水槽	ㄍㄤ / gāng
淘	洗う、淘汰する	ㄊㄠˊ / táo
喚	呼ぶ	ㄏㄨㄢˋ / huàn
葛	葛、姓	ㄍㄜˊ / gé
灘	水際、ビーチ	ㄊㄢ / tān
亭	あずまや、亭	ㄊㄧㄥˊ / tíng
瑟	琴に似た弦楽器	ㄙㄜˋ / sè
瑰	美しい石、バラ	ㄍㄨㄟ / guī
丘	丘	ㄑㄧㄡ / qiū
械	機械、武器	ㄒㄧㄝˋ / xiè
涵	含む	ㄏㄢˊ / hán
傻	馬鹿な、愚かな	ㄕㄚˇ / shǎ
瑪	メノウ	ㄇㄚˇ / mǎ
劍	剣	ㄐㄧㄢˋ / jiàn
謠	噂、歌	ㄧㄠˊ / yáo
穫	収穫する	ㄏㄨㄛˋ / huò
曰	曰く、言う	ㄩㄝ / yuē
伙	仲間	ㄏㄨㄛˇ / huǒ
匠	職人	ㄐㄧㄤˋ / jiàng
咬	噛む	ㄧㄠˇ / yǎo
挫	くじける、挫折する	ㄘㄨㄛˋ / cuò
牲	いけにえ、家畜	ㄕㄥ / shēng
浩	広大な	ㄏㄠˋ / hào
蚊	蚊	ㄨㄣˊ / wén
掙	もがく、稼ぐ	ㄓㄥ / zhēng
脣	唇	ㄔㄨㄣˊ / chún
羨	うらやむ	ㄒㄧㄢˋ / xiàn
腫	腫れる	ㄓㄨㄥˇ / zhǒng
誇	誇る	ㄎㄨㄚ / kuā
碟	小皿	ㄉㄧㄝˊ / dié
箏	箏、琴	ㄓㄥ / zhēng
繡	刺繍する	ㄒㄧㄡˋ / xiù
攜	携える	ㄒㄧ / xī
蠶	蚕	ㄘㄢˊ / cán
恰	あたかも、ちょうど	ㄑㄧㄚˋ / qià
脅	脅かす	ㄒㄧㄝˊ / xié
熊	熊	ㄒㄩㄥˊ / xióng
遜	劣る、謙遜する	ㄒㄩㄣˋ / xùn
蔣	姓	ㄐㄧㄤˇ / jiǎng
霞	霞、夕焼け	ㄒㄧㄚˊ / xiá
繫	繋ぐ、結ぶ	ㄒㄧˋ / xì
纖	繊維、細い	ㄒㄧㄢ / xiān
糾	もつれる、糾弾する	ㄐㄧㄡ / jiū
紗	ガーゼ、薄布	ㄕㄚ / shā
逆	逆らう	ㄋㄧˋ / nì
葬	葬る	ㄗㄤˋ / zàng
嘛	〜だよね（語気詞）	˙ㄇㄚ / ma
甄	審査する	ㄓㄣ / zhēn
碳	炭素	ㄊㄢˋ / tàn
扇	扇、扇ぐ	ㄕㄢˋ / shàn
頃	頃、ヘクタール	ㄑㄧㄥˇ / qǐng
渦	渦	ㄨㄛ / wō
餵	食べさせる、餌をやる	ㄨㄟˋ / wèi
鬱	塞ぎ込む、鬱	ㄩˋ / yù
玄	奥深い、黒色	ㄒㄩㄢˊ / xuán
