永遠	永遠	ㄩㄥˇ ㄩㄢˇ / yǒng yuǎn
經堂	礼拝堂	ㄐㄧㄥ ㄊㄤˊ / jīng táng
趨勢	トレンド	ㄑㄩ ㄕˋ / qū shì
知識	知識	ㄓ ㄕˋ / zhī shì
不但	〜だけでなく	ㄅㄨˊ ㄉㄢˋ / bú dàn
星系	星系	ㄒㄧㄥ ㄒㄧˋ / xīng xì
特殊	特殊な	ㄊㄜˋ ㄕㄨ / tè shū
結構	構造	ㄐㄧㄝˊ ㄍㄡˋ / jié gòu
有效	有効な	ㄧㄡˇ ㄒㄧㄠˋ / yǒu xiào
負責	責任を負う	ㄈㄨˋ ㄗㄜˊ / fù zé
訓練	訓練する	ㄒㄩㄣˋ ㄌㄧㄢˋ / xùn liàn
強調	強調する	ㄑㄧㄤˊ ㄉㄧㄠˋ / qiáng diào
期間	期間	ㄑㄧˊ ㄐㄧㄢ / qí jiān
介紹	紹介する	ㄐㄧㄝˋ ㄕㄠˋ / jiè shào
以為	〜と思い込む	ㄧˇ ㄨㄟˊ / yǐ wéi
兒子	息子	ㄦˊ ㄗ˙ / ér zi
計劃	計画する	ㄐㄧˋ ㄏㄨㄚˋ / jì huà
面臨	直面する	ㄇㄧㄢˋ ㄌㄧㄣˊ / miàn lín
患者	患者	ㄏㄨㄢˋ ㄓㄜˇ / huàn zhě
新聞	ニュース	ㄒㄧㄣ ㄨㄣˊ / xīn wén
工業	工業	ㄍㄨㄥ ㄧㄝˋ / gōng yè
困難	困難である	ㄎㄨㄣˋ ㄋㄢˊ / kùn nán
突然	突然	ㄊㄨˊ ㄖㄢˊ / tú rán
追求	追求する	ㄓㄨㄟ ㄑㄧㄡˊ / zhuī qiú
實施	実施する	ㄕˊ ㄕ / shí shī
機構	機構	ㄐㄧ ㄍㄡˋ / jī gòu
謝謝	ありがとう	ㄒㄧㄝˋ ㄒㄧㄝ˙ / xiè xie
小孩	子供	ㄒㄧㄠˇ ㄏㄞˊ / xiǎo hái
分別	それぞれ	ㄈㄣ ㄅㄧㄝˊ / fēn bié
吸引	惹きつける	ㄒㄧ ㄧㄣˇ / xī yǐn
官員	役人	ㄍㄨㄢ ㄩㄢˊ / guān yuán
相同	同じである	ㄒㄧㄤ ㄊㄨㄥˊ / xiāng tóng
女兒	娘	ㄋㄩˇ ㄦˊ / nǚ ér
成熟	成熟する	ㄔㄥˊ ㄕㄡˊ / chéng shóu
缺乏	欠乏する	ㄑㄩㄝ ㄈㄚ / quē fā
離開	離れる	ㄌㄧˊ ㄎㄞ / lí kāi
少年	少年	ㄕㄠˋ ㄋㄧㄢˊ / shào nián
地位	地位	ㄉㄧˋ ㄨㄟˋ / dì wèi
利益	利益	ㄌㄧˋ ㄧˋ / lì yì
事情	事	ㄕˋ ㄑㄧㄥˊ / shì qíng
根本	根本	ㄍㄣ ㄅㄣˇ / gēn běn
創造	創造する	ㄔㄨㄤˋ ㄗㄠˋ / chuàng zào
報告	報告する	ㄅㄠˋ ㄍㄠˋ / bào gào
失去	失う	ㄕ ㄑㄩˋ / shī qù
申請	申請する	ㄕㄣ ㄑㄧㄥˇ / shēn qǐng
持續	持続する	ㄔˊ ㄒㄩˋ / chí xù
校園	キャンパス	ㄒㄧㄠˋ ㄩㄢˊ / xiào yuán
創意	創意	ㄔㄨㄤˋ ㄧˋ / chuàng yì
運用	運用する	ㄩㄣˋ ㄧㄨㄥˋ / yùn yòng
讀者	読者	ㄉㄨˊ ㄓㄜˇ / dú zhě
生存	生存する	ㄕㄥ ㄘㄨㄣˊ / shēng cún
安排	手配する	ㄢ ㄆㄞˊ / ān pái
明年	来年	ㄇㄧㄥˊ ㄋㄧㄢˊ / míng nián
基礎	基礎	ㄐㄧ ㄔㄨˇ / jī chǔ
統一	統一する	ㄊㄨㄥˇ ㄧ / tǒng yī
提升	向上させる	ㄊㄧˊ ㄕㄥ / tí shēng
整個	全体の	ㄓㄥˇ ㄍㄜˋ / zhěng gè
中央	中央	ㄓㄨㄥ ㄧㄤ / zhōng yāng
文學	文学	ㄨㄣˊ ㄒㄩㄝˊ / wén xué
平均	平均	ㄆㄧㄥˊ ㄐㄩㄣ / píng jūn
都市	都市	ㄉㄨ ㄕˋ / dū shì
發揮	発揮する	ㄈㄚ ㄏㄨㄟ / fā huī
程度	程度	ㄔㄥˊ ㄉㄨˋ / chéng dù
需求	需要	ㄒㄩ ㄑㄧㄡˊ / xū qiú
呈現	現れる	ㄔㄥˊ ㄒㄧㄢˋ / chéng xiàn
冠軍	チャンピオン	ㄍㄨㄢˋ ㄐㄩㄣ / guàn jūn
大約	およそ	ㄉㄚˋ ㄩㄝ / dà yuē
消費者	消費者	ㄒㄧㄠ ㄈㄟˋ ㄓㄜˇ / xiāo fèi zhě
清楚	はっきりしている	ㄑㄧㄥ ㄔㄨˇ / qīng chǔ
規定	規定する	ㄍㄨㄟ ㄉㄧㄥˋ / guī dìng
肯定	肯定する	ㄎㄣˇ ㄉㄧㄥˋ / kěn dìng
