我們	私たち	ㄨㄛˇ ㄇㄣ˙ / wǒ men
臺灣	台湾	ㄊㄞˊ ㄨㄢ / tái wān
可以	できる	ㄎㄜˇ ㄧˇ / kě yǐ
自己	自分	ㄗˋ ㄐㄧˇ / zì jǐ
他們	彼ら	ㄊㄚ ㄇㄣ˙ / tā men
沒有	ない	ㄇㄟˊ ㄧㄡˇ / méi yǒu
因為	なぜなら	ㄧㄣ ㄨㄟˋ / yīn wèi
可能	かもしれない	ㄎㄜˇ ㄋㄥˊ / kě néng
如果	もし	ㄖㄨˊ ㄍㄨㄛˇ / rú guǒ
問題	問題	ㄨㄣˋ ㄊㄧˊ / wèn tí
因此	それゆえに	ㄧㄣ ㄘˇ / yīn cǐ
生活	生活	ㄕㄥ ㄏㄨㄛˊ / shēng huó
什麼	何	ㄕㄣˊ ㄇㄜ˙ / shén me
工作	仕事	ㄍㄨㄥ ㄗㄨㄛˋ / gōng zuò
孩子	子供	ㄏㄞˊ ㄗ˙ / hái zi
美國	アメリカ	ㄇㄟˇ ㄍㄨㄛˊ / měi guó
廣告	広告	ㄍㄨㄤˇ ㄍㄠˋ / guǎng gào
經濟	経済	ㄐㄧㄥ ㄐㄧˋ / jīng jì
社會	社会	ㄕㄜˋ ㄏㄨㄟˋ / shè huì
活動	活動	ㄏㄨㄛˊ ㄉㄨㄥˋ / huó dòng
開始	開始する	ㄎㄞ ㄕˇ / kāi shǐ
大陸	大陸	ㄉㄚˋ ㄌㄨˋ / dà lù
世界	世界	ㄕˋ ㄐㄧㄝˋ / shì jiè
日本	日本	ㄖˋ ㄅㄣˇ / rì běn
國小	小学校	ㄍㄨㄛˊ ㄒㄧㄠˇ / guó xiǎo
但是	しかし	ㄉㄢˋ ㄕˋ / dàn shì
發展	発展	ㄈㄚ ㄓㄢˇ / fā zhǎn
時間	時間	ㄕˊ ㄐㄧㄢ / shí jiān
市場	市場	ㄕˋ ㄔㄤˇ / shì chǎng
朋友	友達	ㄆㄥˊ ㄧㄡˇ / péng yǒu
公司	会社	ㄍㄨㄥ ㄙ / gōng sī
電影	映画	ㄉㄧㄢˋ ㄧㄥˇ / diàn yǐng
兒童	児童	ㄦˊ ㄊㄨㄥˊ / ér tóng
中國	中国	ㄓㄨㄥ ㄍㄨㄛˊ / zhōng guó
小朋友	子供たち	ㄒㄧㄠˇ ㄆㄥˊ ㄧㄡˇ / xiǎo péng yǒu
由於	〜のために	ㄧㄡˊ ㄩˊ / yóu yú
所以	だから	ㄙㄨㄛˇ ㄧˇ / suǒ yǐ
知道	知っている	ㄓ ㄉㄠˋ / zhī dào
現在	現在	ㄒㄧㄢˋ ㄗㄞˋ / xiàn zài
許多	多くの	ㄒㄩˇ ㄉㄨㄛ / xǔ duō
政府	政府	ㄓㄥˋ ㄈㄨˇ / zhèng fǔ
發現	発見する	ㄈㄚ ㄒㄧㄢˋ / fā xiàn
成為	〜になる	ㄔㄥˊ ㄨㄟˊ / chéng wéi
教育	教育	ㄐㄧㄠˋ ㄩˋ / jiào yù
雖然	〜だけれども	ㄙㄨㄟ ㄖㄢˊ / suī rán
認為	〜だと思う	ㄖㄣˋ ㄨㄟˊ / rèn wéi
企業	企業	ㄑㄧˋ ㄧㄝˋ / qì yè
地方	地方	ㄉㄧˋ ㄈㄤ / dì fāng
必須	必須である	ㄅㄧˋ ㄒㄩ / bì xū
如何	どのように	ㄖㄨˊ ㄏㄜˊ / rú hé
目前	現在	ㄇㄨˋ ㄑㄧㄢˊ / mù qián
