觀測	観測	ㄍㄨㄢ ㄘㄜˋ / guān cè
一般人	一般人	ㄧˋ ㄅㄢ ㄖㄣˊ / yì bān rén
人格	人格	ㄖㄣˊ ㄍㄜˊ / rén gé
大致	おおよそ、大体	ㄉㄚˋ ㄓˋ / dà zhì
不安	不安	ㄅㄨˋ ㄢ / bù ān
內裝	内装	ㄋㄟˋ ㄓㄨㄤ / nèi zhuāng
公立	公立	ㄍㄨㄥ ㄌㄧˋ / gōng lì
公共	公共	ㄍㄨㄥ ㄍㄨㄥˋ / gōng gòng
火山	火山	ㄏㄨㄛˇ ㄕㄢ / huǒ shān
主導	主導	ㄓㄨˇ ㄉㄠˇ / zhǔ dǎo
四季	四季	ㄙˋ ㄐㄧˋ / sì jì
用心	心を込める、注意深い	ㄩㄥˋ ㄒㄧㄣ / yòng xīn
白天	昼間	ㄅㄞˊ ㄊㄧㄢ / bái tiān
交通安全	交通安全	ㄐㄧㄠ ㄊㄨㄥ ㄢ ㄑㄩㄢˊ / jiāo tōng ān quán
共識	共通認識、コンセンサス	ㄍㄨㄥˋ ㄕˋ / gòng shì
收縮	収縮	ㄕㄡ ㄙㄨㄛ / shōu suō
自身	自身	ㄗˋ ㄕㄣ / zì shēn
自述	自己陳述	ㄗˋ ㄕㄨˋ / zì shù
季節	季節	ㄐㄧˋ ㄐㄧㄝˊ / jì jié
往來	行き来、往来	ㄨㄤˇ ㄌㄞˊ / wǎng lái
忽視	無視する、軽視する	ㄏㄨ ㄕˋ / hū shì
放寬	緩和する	ㄈㄤˋ ㄎㄨㄢ / fàng kuān
服飾	服飾、アパレル	ㄈㄨˊ ㄕˋ / fú shì
炒作	話題作りをする、操作する	ㄔㄠˇ ㄗㄨㄛˋ / chǎo zuò
表情	表情	ㄅㄧㄠˇ ㄑㄧㄥˊ / biǎo qíng
保費	保険料	ㄅㄠˇ ㄈㄟˋ / bǎo fèi
促銷	販促、プロモーション	ㄘㄨˋ ㄒㄧㄠ / cù xiāo
屏東	屏東（ピントン）	ㄆㄧㄥˊ ㄉㄨㄥ / píng dōng
珍貴	貴重な	ㄓㄣ ㄍㄨㄟˋ / zhēn guì
相似	似ている	ㄒㄧㄤ ㄙˋ / xiāng sì
突出	突出している、目立つ	ㄊㄨˊ ㄔㄨ / tú chū
風氣	風潮、気風	ㄈㄥ ㄑㄧˋ / fēng qì
風景	風景	ㄈㄥ ㄐㄧㄥˇ / fēng jǐng
倘若	もし〜ならば	ㄊㄤˇ ㄖㄨㄛˋ / tǎng ruò
高山	高山	ㄍㄠ ㄕㄢ / gāo shān
唱歌	歌を歌う	ㄔㄤˋ ㄍㄜ / chàng gē
從來	これまで、かつて	ㄘㄨㄥˊ ㄌㄞˊ / cóng lái
探索	探索する	ㄊㄢˋ ㄙㄨㄛˇ / tàn suǒ
現行	現行の	ㄒㄧㄢˋ ㄒㄧㄥˊ / xiàn xíng
眼中	眼中	ㄧㄢˇ ㄓㄨㄥ / yǎn zhōng
票房	興行収入	ㄆㄧㄠˋ ㄈㄤˊ / piào fáng
脫離	脱離する、抜け出す	ㄊㄨㄛ ㄌㄧˊ / tuō lí
速讀	速読	ㄙㄨˋ ㄉㄨˊ / sù dú
透露	漏らす、打ち明ける	ㄊㄡˋ ㄌㄡˋ / tòu lòu
部位	部位	ㄅㄨˋ ㄨㄟˋ / bù wèi
喪失	喪失する	ㄙㄤˋ ㄕ / sàng shī
就學	就学する	ㄐㄧㄡˋ ㄒㄩㄝˊ / jiù xué
幅度	幅、程度	ㄈㄨˊ ㄉㄨˋ / fú dù
渴望	切望する	ㄎㄜˇ ㄨㄤˋ / kě wàng
舒服	快適な、気持ちいい	ㄕㄨ ㄈㄨˊ / shū fú
飯店	ホテル、レストラン	ㄈㄢˋ ㄉㄧㄢˋ / fàn diàn
黃金	黄金	ㄏㄨㄤˊ ㄐㄧㄣ / huáng jīn
圓滿	円満な	ㄩㄢˊ ㄇㄢˇ / yuán mǎn
塑造	形成する、作り上げる	ㄙㄨˋ ㄗㄠˋ / sù zào
葉子	葉っぱ	ㄧㄝˋ ˙ㄗ / yè zi
葡萄	ぶどう	ㄆㄨˊ ㄊㄠˊ / pú táo
裕隆	裕隆（ユーロン）	ㄩˋ ㄌㄨㄥˊ / yù lóng
農業	農業	ㄋㄨㄥˊ ㄧㄝˋ / nóng yè
道德	道徳	ㄉㄠˋ ㄉㄜˊ / dào dé
種子	種	ㄓㄨㄥˇ ㄗˇ / zhǒng zǐ
領導人	指導者、リーダー	ㄌㄧㄥˇ ㄉㄠˇ ㄖㄣˊ / lǐng dǎo rén
廣告主	広告主、スポンサー	ㄍㄨㄤˇ ㄍㄠˋ ㄓㄨˇ / guǎng gào zhǔ
廣場	広場	ㄍㄨㄤˇ ㄔㄤˇ / guǎng chǎng
蔬菜	野菜	ㄕㄨ ㄘㄞˋ / shū cài
據說	〜だそうだ	ㄐㄩˋ ㄕㄨㄛ / jù shuō
贈送	贈る、プレゼントする	ㄗㄥˋ ㄙㄨㄥˋ / zèng sòng
邊緣	縁、周辺	ㄅㄧㄢ ㄩㄢˊ / biān yuán
女生	女の子、女子学生	ㄋㄩˇ ㄕㄥ / nǚ shēng
分類	分類する	ㄈㄣ ㄌㄟˋ / fēn lèi
天堂	天国	ㄊㄧㄢ ㄊㄤˊ / tiān táng
日後	後日、将来	ㄖˋ ㄏㄡˋ / rì hòu
玉山	玉山（台湾の最高峰）	ㄩˋ ㄕㄢ / yù shān
同情	同情する	ㄊㄨㄥˊ ㄑㄧㄥˊ / tóng qíng
